Date,Description,Amount,Type,Merchant_Category,Label,Predicted_Label
2025-06-24,Transfer to Recurring Deposit,47664.0,DEBIT,,,SAVINGS
2025-06-21,Transfer to Recurring Deposit,24991.0,DEBIT,,,SAVINGS
2025-06-06,SIP to HDFC Top 100,10140.0,DEBIT,,,SAVINGS
2025-06-02,UPI payment to Myntra,6166.0,DEBIT,,,EXPENSE
2025-06-24,UPI payment to Myntra,8323.0,DEBIT,,,EXPENSE
2025-06-06,Transfer to Fixed Deposit,2597.0,DEBIT,,,SAVINGS
2025-06-26,Fixed Deposit opened at SBI,29947.0,DEBIT,,,SAVINGS
2025-06-09,Refund from Amazon,23853.0,CREDIT,,,INCOME
2025-06-02,Grocery Shopping at Big Bazaar,2962.0,DEBIT,,,EXPENSE
2025-06-26,Dividend from Mutual Fund,6242.0,CREDIT,,,INCOME
2025-06-04,Dining Out at Big Bazaar,17073.0,DEBIT,,,EXPENSE
2025-06-25,Award for best employee,53682.0,CREDIT,,,INCOME
2025-06-12,Maturity Proceeds from RD,18973.0,DEBIT,,,SAVINGS
2025-06-18,Subscription Renewal - Netflix,13335.0,DEBIT,,,EXPENSE
2025-06-25,FD Creation at PNB,14280.0,DEBIT,,,SAVINGS
2025-06-05,Transfer to Child Plan,9045.0,DEBIT,,,SAVINGS
2025-06-02,Award for best employee,80262.0,CREDIT,,,INCOME
2025-06-27,Dividend from Mutual Fund,42927.0,CREDIT,,,INCOME
2025-06-04,PPF Deposit,10946.0,DEBIT,,,SAVINGS
2025-06-01,Interest from Savings Account,60874.0,CREDIT,,,INCOME
2025-06-10,Goal Based Savings Transfer,8665.0,DEBIT,,,SAVINGS
2025-06-26,Interest from Savings Account,97618.0,CREDIT,,,INCOME
2025-06-04,Salary credited from XYZ Pvt Ltd,6448.0,CREDIT,,,INCOME
2025-06-15,LIC Premium Payment,21220.0,DEBIT,,,SAVINGS
2025-06-28,Interest from Savings Account,62521.0,CREDIT,,,INCOME
2025-06-22,Consulting payment from TCS,34379.0,CREDIT,,,INCOME
2025-06-17,Dividend from Mutual Fund,39615.0,CREDIT,,,INCOME
2025-06-20,PPF Deposit,37376.0,DEBIT,,,SAVINGS
2025-06-10,Grocery Shopping at Myntra,3430.0,DEBIT,,,EXPENSE
2025-06-14,FD Creation at HDFC Bank,17138.0,DEBIT,,,SAVINGS
2025-06-26,Mutual Fund Investment - SBI Magnum,13129.0,DEBIT,,,SAVINGS
2025-06-22,SIP to HDFC Top 100,26895.0,DEBIT,,,SAVINGS
2025-06-15,Fixed Deposit opened at ICICI Bank,17115.0,DEBIT,,,SAVINGS
2025-06-14,Fuel Purchase at Big Bazaar,5118.0,DEBIT,,,EXPENSE
2025-06-20,Dividend from Mutual Fund,59281.0,CREDIT,,,INCOME
2025-06-06,Mutual Fund Investment - ICICI Prudential,31135.0,DEBIT,,,SAVINGS
2025-06-14,Dividend from Mutual Fund,41937.0,CREDIT,,,INCOME
2025-06-12,NPS Contribution,23675.0,DEBIT,,,SAVINGS
2025-06-16,Medical Consultation at Big Bazaar,1178.0,DEBIT,,,EXPENSE
2025-06-23,Refund from Amazon,31560.0,CREDIT,,,INCOME
2025-06-05,SIP to ICICI Prudential,39845.0,DEBIT,,,SAVINGS
2025-06-06,Credit Card Bill Payment,2474.0,DEBIT,,,EXPENSE
2025-06-02,Credit Card Bill Payment,11047.0,DEBIT,,,EXPENSE
2025-06-14,Transfer to Recurring Deposit,40681.0,DEBIT,,,SAVINGS
2025-06-06,Transfer to Education Fund,20608.0,DEBIT,,,SAVINGS
2025-06-02,Subscription Renewal - Netflix,9474.0,DEBIT,,,EXPENSE
2025-06-14,Credit Card Bill Payment,4412.0,DEBIT,,,EXPENSE
2025-06-08,Consulting payment from XYZ Pvt Ltd,31825.0,CREDIT,,,INCOME
2025-06-04,UPI payment to Big Bazaar,9536.0,DEBIT,,,EXPENSE
2025-06-23,Dining Out at Cafe Coffee Day,10252.0,DEBIT,,,EXPENSE
2025-06-26,Dining Out at Apollo Pharmacy,8702.0,DEBIT,,,EXPENSE
2025-06-04,Interest from Savings Account,13217.0,CREDIT,,,INCOME
2025-06-03,Electricity Bill Payment,5394.0,DEBIT,,,EXPENSE
2025-06-22,Transfer to Recurring Deposit,32473.0,DEBIT,,,SAVINGS
2025-06-21,SIP to UTI Flexi Cap,12112.0,DEBIT,,,SAVINGS
2025-06-14,Consulting payment from TCS,14847.0,CREDIT,,,INCOME
2025-06-09,Transfer to Education Fund,9334.0,DEBIT,,,SAVINGS
2025-06-12,NPS Contribution,23061.0,DEBIT,,,SAVINGS
2025-06-24,Transfer to Recurring Deposit,36947.0,DEBIT,,,SAVINGS
2025-06-21,FD Creation at Axis Bank,44343.0,DEBIT,,,SAVINGS
2025-06-21,Transfer to Education Fund,30922.0,DEBIT,,,SAVINGS
2025-06-06,Goal Based Savings Transfer,2231.0,DEBIT,,,SAVINGS
2025-06-21,Goal Based Savings Transfer,33108.0,DEBIT,,,SAVINGS
2025-06-26,Gift received from Family,32539.0,CREDIT,,,INCOME
2025-06-04,LIC Premium Payment,48353.0,DEBIT,,,SAVINGS
2025-06-28,Transfer to PPF Account,13832.0,DEBIT,,,SAVINGS
2025-06-27,Credit Card Bill Payment,14064.0,DEBIT,,,EXPENSE
2025-06-20,PPF Deposit,23864.0,DEBIT,,,SAVINGS
2025-06-26,Closure Proceeds from LIC Policy,39343.0,DEBIT,,,SAVINGS
2025-06-19,Closure Proceeds from LIC Policy,30439.0,DEBIT,,,SAVINGS
2025-06-21,LIC Premium Payment,46986.0,DEBIT,,,SAVINGS
2025-06-20,ATM Cash Withdrawal,1656.0,DEBIT,,,EXPENSE
2025-06-03,Fixed Deposit opened at ICICI Bank,48910.0,DEBIT,,,SAVINGS
2025-06-17,Goal Based Savings Transfer,25416.0,DEBIT,,,SAVINGS
2025-06-11,PPF Deposit,13604.0,DEBIT,,,SAVINGS
2025-06-06,Recurring Deposit started at ICICI Bank,40539.0,DEBIT,,,SAVINGS
2025-06-02,Refund from Amazon,44325.0,CREDIT,,,INCOME
2025-06-05,Closure Proceeds from NPS,3603.0,DEBIT,,,SAVINGS
2025-06-28,Transfer to Recurring Deposit,19282.0,DEBIT,,,SAVINGS
2025-06-04,Fixed Deposit opened at PNB,24937.0,DEBIT,,,SAVINGS
2025-06-04,Fuel Purchase at Cafe Coffee Day,18887.0,DEBIT,,,EXPENSE
2025-06-19,Investment in SBI Magnum,40368.0,DEBIT,,,SAVINGS
2025-06-14,Award for best employee,85832.0,CREDIT,,,INCOME
2025-06-02,Recurring Deposit started at PNB,22597.0,DEBIT,,,SAVINGS
2025-06-15,Transfer to Child Plan,22878.0,DEBIT,,,SAVINGS
2025-06-24,Electricity Bill Payment,6156.0,DEBIT,,,EXPENSE
2025-06-14,Award for best employee,66406.0,CREDIT,,,INCOME
2025-06-17,ATM Cash Withdrawal,19647.0,DEBIT,,,EXPENSE
2025-06-28,Transfer to Education Fund,26386.0,DEBIT,,,SAVINGS
2025-06-28,Recurring Deposit started at SBI,14237.0,DEBIT,,,SAVINGS
2025-06-17,Refund from Amazon,66598.0,CREDIT,,,INCOME
2025-06-07,Salary credited from XYZ Pvt Ltd,61698.0,CREDIT,,,INCOME
2025-06-15,Transfer to PPF Account,46198.0,DEBIT,,,SAVINGS
2025-06-11,FD Creation at Axis Bank,43054.0,DEBIT,,,SAVINGS
2025-06-17,Dividend from Mutual Fund,61117.0,CREDIT,,,INCOME
2025-06-18,POS/AMAZON IN/Online Shopping,19633.0,DEBIT,,,EXPENSE
2025-06-16,Investment in ICICI Prudential,11778.0,DEBIT,,,SAVINGS
2025-06-23,LIC Premium Payment,35642.0,DEBIT,,,SAVINGS
2025-06-23,Transfer to Child Plan,8396.0,DEBIT,,,SAVINGS
2025-06-06,NPS Contribution,46600.0,DEBIT,,,SAVINGS
2025-06-05,Grocery Shopping at Amazon,15137.0,DEBIT,,,EXPENSE
2025-06-28,Auto Sweep to FD,4058.0,DEBIT,,,SAVINGS
2025-06-15,Mutual Fund Investment - ICICI Prudential,36075.0,DEBIT,,,SAVINGS
2025-06-21,Investment in UTI Flexi Cap,36528.0,DEBIT,,,SAVINGS
2025-06-08,Award for best employee,28922.0,CREDIT,,,INCOME
2025-06-27,Award for best employee,51742.0,CREDIT,,,INCOME
2025-06-02,Consulting payment from TCS,18002.0,CREDIT,,,INCOME
2025-06-18,Transfer to Fixed Deposit,3130.0,DEBIT,,,SAVINGS
2025-06-11,Gift received from Family,96363.0,CREDIT,,,INCOME
2025-06-21,Dividend from Mutual Fund,45399.0,CREDIT,,,INCOME
2025-06-18,Award for best employee,28949.0,CREDIT,,,INCOME
2025-06-28,Closure Proceeds from NPS,43284.0,DEBIT,,,SAVINGS
2025-06-10,Closure Proceeds from LIC Policy,15232.0,DEBIT,,,SAVINGS
2025-06-25,Recurring Deposit started at HDFC Bank,31771.0,DEBIT,,,SAVINGS
2025-06-09,Subscription Renewal - Netflix,19623.0,DEBIT,,,EXPENSE
2025-06-06,Transfer to Fixed Deposit,43712.0,DEBIT,,,SAVINGS
2025-06-23,Maturity Proceeds from FD,45783.0,DEBIT,,,SAVINGS
2025-06-14,Salary credited from XYZ Pvt Ltd,84681.0,CREDIT,,,INCOME
2025-06-07,NPS Contribution,28221.0,DEBIT,,,SAVINGS
2025-06-25,Transfer to Child Plan,26807.0,DEBIT,,,SAVINGS
2025-06-23,Refund from Amazon,66859.0,CREDIT,,,INCOME
2025-06-04,Refund from Amazon,71039.0,CREDIT,,,INCOME
2025-06-17,Grocery Shopping at Flipkart,8876.0,DEBIT,,,EXPENSE
2025-06-19,Gift received from Family,98360.0,CREDIT,,,INCOME
2025-06-28,Transfer to NPS Account,18806.0,DEBIT,,,SAVINGS
2025-06-15,Investment in ICICI Prudential,39142.0,DEBIT,,,SAVINGS
2025-06-12,ATM Cash Withdrawal,15480.0,DEBIT,,,EXPENSE
2025-06-20,Award for best employee,22544.0,CREDIT,,,INCOME
2025-06-01,Grocery Shopping at Apollo Pharmacy,16889.0,DEBIT,,,EXPENSE
2025-06-28,Goal Based Savings Transfer,44372.0,DEBIT,,,SAVINGS
2025-06-01,Medical Consultation at Big Bazaar,2731.0,DEBIT,,,EXPENSE
2025-06-01,Medical Consultation at Cafe Coffee Day,3483.0,DEBIT,,,EXPENSE
2025-06-23,Investment in Axis Bluechip,4509.0,DEBIT,,,SAVINGS
2025-06-17,Transfer to Recurring Deposit,11837.0,DEBIT,,,SAVINGS
2025-06-09,Transfer to Recurring Deposit,35541.0,DEBIT,,,SAVINGS
2025-06-25,ATM Cash Withdrawal,10949.0,DEBIT,,,EXPENSE
2025-06-15,Sweep-in to Savings,23184.0,DEBIT,,,SAVINGS
2025-06-08,Transfer to NPS Account,23769.0,DEBIT,,,SAVINGS
2025-06-04,LIC Premium Payment,47104.0,DEBIT,,,SAVINGS
2025-06-21,ATM Cash Withdrawal,5558.0,DEBIT,,,EXPENSE
2025-06-27,Sweep-in to Savings,18381.0,DEBIT,,,SAVINGS
2025-06-13,Consulting payment from TCS,27952.0,CREDIT,,,INCOME
2025-06-28,Recurring Deposit started at PNB,35258.0,DEBIT,,,SAVINGS
2025-06-16,Transfer to Child Plan,30021.0,DEBIT,,,SAVINGS
2025-06-01,Transfer to PPF Account,24846.0,DEBIT,,,SAVINGS
2025-06-04,Transfer to Fixed Deposit,17321.0,DEBIT,,,SAVINGS
2025-06-01,Salary credited from XYZ Pvt Ltd,94792.0,CREDIT,,,INCOME
2025-06-01,Transfer to NPS Account,23913.0,DEBIT,,,SAVINGS
2025-06-01,POS/AMAZON IN/Online Shopping,7178.0,DEBIT,,,EXPENSE
2025-06-26,Electricity Bill Payment,18858.0,DEBIT,,,EXPENSE
2025-06-08,Dividend from Mutual Fund,46354.0,CREDIT,,,INCOME
2025-06-21,Transfer to Education Fund,30719.0,DEBIT,,,SAVINGS
2025-06-03,POS/AMAZON IN/Online Shopping,6955.0,DEBIT,,,EXPENSE
2025-06-24,Electricity Bill Payment,14605.0,DEBIT,,,EXPENSE
2025-06-03,Salary credited from XYZ Pvt Ltd,59942.0,CREDIT,,,INCOME
2025-06-07,Dividend from Mutual Fund,17467.0,CREDIT,,,INCOME
2025-06-07,Maturity Proceeds from PPF,26790.0,DEBIT,,,SAVINGS
2025-06-12,Grocery Shopping at Flipkart,8927.0,DEBIT,,,EXPENSE
2025-06-09,Transfer to Fixed Deposit,3107.0,DEBIT,,,SAVINGS
2025-06-01,Maturity Proceeds from RD,18277.0,DEBIT,,,SAVINGS
2025-06-20,Investment in Axis Bluechip,28932.0,DEBIT,,,SAVINGS
2025-06-11,ATM Cash Withdrawal,18651.0,DEBIT,,,EXPENSE
2025-06-02,Transfer to Recurring Deposit,9445.0,DEBIT,,,SAVINGS
2025-06-17,Recurring Deposit started at SBI,23863.0,DEBIT,,,SAVINGS
2025-06-05,Transfer to Recurring Deposit,39385.0,DEBIT,,,SAVINGS
2025-06-27,Goal Based Savings Transfer,27931.0,DEBIT,,,SAVINGS
2025-06-03,NPS Contribution,27587.0,DEBIT,,,SAVINGS
2025-06-19,Fuel Purchase at Indian Oil,1480.0,DEBIT,,,EXPENSE
2025-06-05,Interest from Savings Account,84729.0,CREDIT,,,INCOME
2025-06-19,Fixed Deposit opened at PNB,2646.0,DEBIT,,,SAVINGS
2025-06-04,Fuel Purchase at Big Bazaar,16125.0,DEBIT,,,EXPENSE
2025-06-15,Award for best employee,69183.0,CREDIT,,,INCOME
2025-06-11,PPF Deposit,11790.0,DEBIT,,,SAVINGS
2025-06-05,Medical Consultation at Big Bazaar,8846.0,DEBIT,,,EXPENSE
2025-06-19,ATM Cash Withdrawal,15569.0,DEBIT,,,EXPENSE
2025-06-22,LIC Premium Payment,4804.0,DEBIT,,,SAVINGS
2025-06-05,Dining Out at Apollo Pharmacy,1279.0,DEBIT,,,EXPENSE
2025-06-16,Consulting payment from XYZ Pvt Ltd,42387.0,CREDIT,,,INCOME
2025-06-06,Medical Consultation at Big Bazaar,3968.0,DEBIT,,,EXPENSE
2025-06-17,POS/AMAZON IN/Online Shopping,12945.0,DEBIT,,,EXPENSE
2025-06-06,Goal Based Savings Transfer,13323.0,DEBIT,,,SAVINGS
2025-06-20,Electricity Bill Payment,6991.0,DEBIT,,,EXPENSE
2025-06-13,Electricity Bill Payment,17108.0,DEBIT,,,EXPENSE
2025-06-18,POS/AMAZON IN/Online Shopping,13755.0,DEBIT,,,EXPENSE
2025-06-02,Closure Proceeds from RD,34037.0,DEBIT,,,SAVINGS
2025-06-15,Sweep-in to Savings,33535.0,DEBIT,,,SAVINGS
2025-06-26,RD Installment at HDFC Bank,11331.0,DEBIT,,,SAVINGS
2025-06-09,Fixed Deposit opened at Axis Bank,18106.0,DEBIT,,,SAVINGS
2025-06-12,Dining Out at Indian Oil,10911.0,DEBIT,,,EXPENSE
2025-06-26,Credit Card Bill Payment,1967.0,DEBIT,,,EXPENSE
2025-06-17,RD Installment at SBI,26275.0,DEBIT,,,SAVINGS
2025-06-25,ATM Cash Withdrawal,5580.0,DEBIT,,,EXPENSE
2025-06-08,ATM Cash Withdrawal,5748.0,DEBIT,,,EXPENSE
2025-06-06,Transfer to Fixed Deposit,28585.0,DEBIT,,,SAVINGS
2025-06-18,Maturity Proceeds from PPF,26348.0,DEBIT,,,SAVINGS
2025-06-20,RD Installment at HDFC Bank,48968.0,DEBIT,,,SAVINGS
2025-06-18,Electricity Bill Payment,12810.0,DEBIT,,,EXPENSE
2025-06-05,PPF Deposit,35852.0,DEBIT,,,SAVINGS
2025-06-04,Subscription Renewal - Netflix,15079.0,DEBIT,,,EXPENSE
2025-06-09,Closure Proceeds from PPF,32278.0,DEBIT,,,SAVINGS
2025-06-21,Transfer to Education Fund,13822.0,DEBIT,,,SAVINGS
2025-06-27,Salary credited from ABC Corp,13223.0,CREDIT,,,INCOME
2025-06-12,Award for best employee,90293.0,CREDIT,,,INCOME
2025-06-09,PPF Deposit,48314.0,DEBIT,,,SAVINGS
2025-06-26,ATM Cash Withdrawal,10608.0,DEBIT,,,EXPENSE
2025-06-02,Credit Card Bill Payment,5587.0,DEBIT,,,EXPENSE
2025-06-22,Interest from Savings Account,77938.0,CREDIT,,,INCOME
2025-06-23,Salary credited from XYZ Pvt Ltd,51040.0,CREDIT,,,INCOME
2025-06-09,POS/AMAZON IN/Online Shopping,9165.0,DEBIT,,,EXPENSE
2025-06-21,Investment in ICICI Prudential,10566.0,DEBIT,,,SAVINGS
2025-06-01,Closure Proceeds from PPF,12767.0,DEBIT,,,SAVINGS
2025-06-04,Dividend from Mutual Fund,46702.0,CREDIT,,,INCOME
2025-06-23,Gift received from Family,79050.0,CREDIT,,,INCOME
2025-06-20,Gift received from Family,16019.0,CREDIT,,,INCOME
2025-06-05,Investment in SBI Magnum,27355.0,DEBIT,,,SAVINGS
2025-06-10,Closure Proceeds from RD,12956.0,DEBIT,,,SAVINGS
2025-06-25,Interest from Savings Account,77290.0,CREDIT,,,INCOME
2025-06-23,Transfer to Education Fund,9743.0,DEBIT,,,SAVINGS
2025-06-02,SIP to UTI Flexi Cap,15183.0,DEBIT,,,SAVINGS
2025-06-24,Transfer to PPF Account,47623.0,DEBIT,,,SAVINGS
2025-06-16,Credit Card Bill Payment,7271.0,DEBIT,,,EXPENSE
2025-06-13,UPI payment to Amazon,18095.0,DEBIT,,,EXPENSE
2025-06-19,Credit Card Bill Payment,4327.0,DEBIT,,,EXPENSE
2025-06-09,FD Creation at SBI,41410.0,DEBIT,,,SAVINGS
2025-06-25,Sweep-in to Savings,47768.0,DEBIT,,,SAVINGS
2025-06-11,ATM Cash Withdrawal,3948.0,DEBIT,,,EXPENSE
2025-06-18,Transfer to Recurring Deposit,26605.0,DEBIT,,,SAVINGS
2025-06-28,LIC Premium Payment,5253.0,DEBIT,,,SAVINGS
2025-06-04,Gift received from Family,45318.0,CREDIT,,,INCOME
2025-06-27,UPI payment to Myntra,3485.0,DEBIT,,,EXPENSE
2025-06-13,Interest from Savings Account,4430.0,CREDIT,,,INCOME
2025-06-03,Recurring Deposit started at HDFC Bank,44006.0,DEBIT,,,SAVINGS
2025-06-13,Recurring Deposit started at SBI,38492.0,DEBIT,,,SAVINGS
2025-06-21,Credit Card Bill Payment,8869.0,DEBIT,,,EXPENSE
2025-06-07,Refund from Amazon,90099.0,CREDIT,,,INCOME
2025-06-13,Dividend from Mutual Fund,56836.0,CREDIT,,,INCOME
2025-06-03,Medical Consultation at Myntra,10858.0,DEBIT,,,EXPENSE
2025-06-02,NPS Contribution,5036.0,DEBIT,,,SAVINGS
2025-06-23,Goal Based Savings Transfer,34727.0,DEBIT,,,SAVINGS
2025-06-04,Recurring Deposit started at HDFC Bank,35386.0,DEBIT,,,SAVINGS
2025-06-04,Consulting payment from INFOSYS LTD,37997.0,CREDIT,,,INCOME
2025-06-22,Transfer to Education Fund,40148.0,DEBIT,,,SAVINGS
2025-06-09,Credit Card Bill Payment,12091.0,DEBIT,,,EXPENSE
2025-06-21,Refund from Amazon,12609.0,CREDIT,,,INCOME
2025-06-21,POS/AMAZON IN/Online Shopping,17581.0,DEBIT,,,EXPENSE
2025-06-21,Auto Sweep to FD,5915.0,DEBIT,,,SAVINGS
2025-06-10,Grocery Shopping at Amazon,4684.0,DEBIT,,,EXPENSE
2025-06-18,Subscription Renewal - Netflix,16086.0,DEBIT,,,EXPENSE
2025-06-24,NPS Contribution,47634.0,DEBIT,,,SAVINGS
2025-06-24,Dining Out at Big Bazaar,12273.0,DEBIT,,,EXPENSE
2025-06-11,Award for best employee,77524.0,CREDIT,,,INCOME
2025-06-10,Transfer to Child Plan,8060.0,DEBIT,,,SAVINGS
2025-06-06,POS/AMAZON IN/Online Shopping,123.0,DEBIT,,,EXPENSE
2025-06-16,FD Creation at SBI,39253.0,DEBIT,,,SAVINGS
2025-06-27,UPI payment to Amazon,12263.0,DEBIT,,,EXPENSE
2025-06-19,Mutual Fund Investment - HDFC Top 100,14585.0,DEBIT,,,SAVINGS
2025-06-22,Medical Consultation at Cafe Coffee Day,3417.0,DEBIT,,,EXPENSE
2025-06-14,UPI payment to Apollo Pharmacy,7589.0,DEBIT,,,EXPENSE
2025-06-08,Recurring Deposit started at Axis Bank,23457.0,DEBIT,,,SAVINGS
2025-06-02,SIP to ICICI Prudential,11671.0,DEBIT,,,SAVINGS
2025-06-28,LIC Premium Payment,28134.0,DEBIT,,,SAVINGS
2025-06-16,Auto Sweep to FD,7921.0,DEBIT,,,SAVINGS
2025-06-22,ATM Cash Withdrawal,14051.0,DEBIT,,,EXPENSE
2025-06-24,Interest from Savings Account,27165.0,CREDIT,,,INCOME
2025-06-27,Investment in ICICI Prudential,5432.0,DEBIT,,,SAVINGS
2025-06-28,Goal Based Savings Transfer,20128.0,DEBIT,,,SAVINGS
2025-06-19,POS/AMAZON IN/Online Shopping,15836.0,DEBIT,,,EXPENSE
2025-06-10,PPF Deposit,39652.0,DEBIT,,,SAVINGS
2025-06-07,Subscription Renewal - Netflix,8648.0,DEBIT,,,EXPENSE
2025-06-05,Recurring Deposit started at ICICI Bank,13897.0,DEBIT,,,SAVINGS
2025-06-27,Transfer to Education Fund,9577.0,DEBIT,,,SAVINGS
2025-06-25,Consulting payment from ABC Corp,87735.0,CREDIT,,,INCOME
2025-06-20,Credit Card Bill Payment,14525.0,DEBIT,,,EXPENSE
2025-06-12,Consulting payment from INFOSYS LTD,10577.0,CREDIT,,,INCOME
2025-06-05,Interest from Savings Account,4490.0,CREDIT,,,INCOME
2025-06-13,FD Creation at Axis Bank,3908.0,DEBIT,,,SAVINGS
2025-06-23,Auto Sweep to FD,20754.0,DEBIT,,,SAVINGS
2025-06-13,POS/AMAZON IN/Online Shopping,14168.0,DEBIT,,,EXPENSE
2025-06-02,Fuel Purchase at Myntra,10226.0,DEBIT,,,EXPENSE
2025-06-24,Salary credited from XYZ Pvt Ltd,38333.0,CREDIT,,,INCOME
2025-06-01,Investment in SBI Magnum,22564.0,DEBIT,,,SAVINGS
2025-06-15,Grocery Shopping at Big Bazaar,15801.0,DEBIT,,,EXPENSE
2025-06-09,NPS Contribution,36175.0,DEBIT,,,SAVINGS
2025-06-02,Interest from Savings Account,20332.0,CREDIT,,,INCOME
2025-06-27,Transfer to Fixed Deposit,9501.0,DEBIT,,,SAVINGS
2025-06-12,Salary credited from ABC Corp,69625.0,CREDIT,,,INCOME
2025-06-21,Interest from Savings Account,56740.0,CREDIT,,,INCOME
2025-06-04,POS/AMAZON IN/Online Shopping,5425.0,DEBIT,,,EXPENSE
2025-06-01,POS/AMAZON IN/Online Shopping,9301.0,DEBIT,,,EXPENSE
2025-06-07,Consulting payment from INFOSYS LTD,31875.0,CREDIT,,,INCOME
2025-06-28,Dining Out at Big Bazaar,17319.0,DEBIT,,,EXPENSE
2025-06-18,Award for best employee,54315.0,CREDIT,,,INCOME
2025-06-04,Goal Based Savings Transfer,32780.0,DEBIT,,,SAVINGS
2025-06-02,Refund from Amazon,63350.0,CREDIT,,,INCOME
2025-06-11,Interest from Savings Account,3826.0,CREDIT,,,INCOME
2025-06-26,Consulting payment from TCS,98165.0,CREDIT,,,INCOME
2025-06-15,Refund from Amazon,42626.0,CREDIT,,,INCOME
2025-06-13,Subscription Renewal - Netflix,9408.0,DEBIT,,,EXPENSE
2025-06-25,Grocery Shopping at Apollo Pharmacy,6465.0,DEBIT,,,EXPENSE
2025-06-17,Auto Sweep to FD,37362.0,DEBIT,,,SAVINGS
2025-06-12,Dividend from Mutual Fund,17400.0,CREDIT,,,INCOME
2025-06-03,Auto Sweep to FD,47037.0,DEBIT,,,SAVINGS
2025-06-21,Grocery Shopping at Indian Oil,19034.0,DEBIT,,,EXPENSE
2025-06-01,Refund from Amazon,67742.0,CREDIT,,,INCOME
2025-06-02,SIP to UTI Flexi Cap,33546.0,DEBIT,,,SAVINGS
2025-06-19,Transfer to Education Fund,30504.0,DEBIT,,,SAVINGS
2025-06-23,Sweep-in to Savings,40130.0,DEBIT,,,SAVINGS
2025-06-24,Maturity Proceeds from PPF,15850.0,DEBIT,,,SAVINGS
2025-06-20,SIP to Axis Bluechip,46321.0,DEBIT,,,SAVINGS
2025-06-02,LIC Premium Payment,10732.0,DEBIT,,,SAVINGS
2025-06-22,Transfer to Child Plan,14200.0,DEBIT,,,SAVINGS
2025-06-10,Refund from Amazon,31765.0,CREDIT,,,INCOME
2025-06-20,Recurring Deposit started at HDFC Bank,46454.0,DEBIT,,,SAVINGS
2025-06-19,Interest from Savings Account,36836.0,CREDIT,,,INCOME
2025-06-04,Interest from Savings Account,43923.0,CREDIT,,,INCOME
2025-06-20,Transfer to Recurring Deposit,3560.0,DEBIT,,,SAVINGS
2025-06-04,Subscription Renewal - Netflix,2750.0,DEBIT,,,EXPENSE
2025-06-01,SIP to HDFC Top 100,40974.0,DEBIT,,,SAVINGS
2025-06-06,Consulting payment from XYZ Pvt Ltd,36117.0,CREDIT,,,INCOME
2025-06-28,Electricity Bill Payment,15093.0,DEBIT,,,EXPENSE
2025-06-01,Transfer to Recurring Deposit,20296.0,DEBIT,,,SAVINGS
2025-06-13,Medical Consultation at Myntra,4411.0,DEBIT,,,EXPENSE
2025-06-08,Interest from Savings Account,25416.0,CREDIT,,,INCOME
2025-06-02,Dividend from Mutual Fund,30413.0,CREDIT,,,INCOME
2025-06-12,Fuel Purchase at Cafe Coffee Day,11451.0,DEBIT,,,EXPENSE
2025-06-28,ATM Cash Withdrawal,18421.0,DEBIT,,,EXPENSE
2025-06-09,Grocery Shopping at Myntra,18052.0,DEBIT,,,EXPENSE
2025-06-16,Transfer to Child Plan,36087.0,DEBIT,,,SAVINGS
2025-06-22,Fixed Deposit opened at HDFC Bank,24506.0,DEBIT,,,SAVINGS
2025-06-03,Dining Out at Big Bazaar,7042.0,DEBIT,,,EXPENSE
2025-06-05,Investment in UTI Flexi Cap,14614.0,DEBIT,,,SAVINGS
2025-06-07,Refund from Amazon,53454.0,CREDIT,,,INCOME
2025-06-02,ATM Cash Withdrawal,1126.0,DEBIT,,,EXPENSE
2025-06-16,Consulting payment from ABC Corp,22165.0,CREDIT,,,INCOME
2025-06-17,Grocery Shopping at Indian Oil,2848.0,DEBIT,,,EXPENSE
2025-06-06,FD Creation at ICICI Bank,17258.0,DEBIT,,,SAVINGS
2025-06-08,Grocery Shopping at Cafe Coffee Day,6459.0,DEBIT,,,EXPENSE
2025-06-27,ATM Cash Withdrawal,12455.0,DEBIT,,,EXPENSE
2025-06-04,Dividend from Mutual Fund,87541.0,CREDIT,,,INCOME
2025-06-27,UPI payment to Amazon,6347.0,DEBIT,,,EXPENSE
2025-06-26,UPI payment to Myntra,1608.0,DEBIT,,,EXPENSE
2025-06-05,Dining Out at Cafe Coffee Day,5978.0,DEBIT,,,EXPENSE
2025-06-17,Gift received from Family,61822.0,CREDIT,,,INCOME
2025-06-13,PPF Deposit,8459.0,DEBIT,,,SAVINGS
2025-06-18,UPI payment to Flipkart,14276.0,DEBIT,,,EXPENSE
2025-06-28,Transfer to Education Fund,3181.0,DEBIT,,,SAVINGS
2025-06-27,Consulting payment from XYZ Pvt Ltd,84252.0,CREDIT,,,INCOME
2025-06-16,Maturity Proceeds from PPF,10814.0,DEBIT,,,SAVINGS
2025-06-25,Consulting payment from TCS,93113.0,CREDIT,,,INCOME
2025-06-22,Refund from Amazon,53069.0,CREDIT,,,INCOME
2025-06-25,UPI payment to Myntra,5876.0,DEBIT,,,EXPENSE
2025-06-21,POS/AMAZON IN/Online Shopping,16725.0,DEBIT,,,EXPENSE
2025-06-26,Dining Out at Big Bazaar,19104.0,DEBIT,,,EXPENSE
2025-06-12,POS/AMAZON IN/Online Shopping,588.0,DEBIT,,,EXPENSE
